day: day of measurement,,,,,,,,,
month: month of measurement,,,,,,,,,
year: year of measurement,,,,,,,,,
station: location of measurement     ,,,,,,,,,
"maxtp: Maximum Air Temperature (C)	  ",,,,,,,,,
mintp: Minimum  Air Temperature (C),,,,,,,,,
rain: Precipitation Amount (mm),,,,,,,,,
wdsp: Mean Wind Speed (knot),,,,,,,,,
hg: Highest Gust (knot),,,,,,,,,
sun: Sunshine duration (hours),,,,,,,,,
,,,,,,,,,
day,month,year,station,maxtp,mintp,rain,wdsp,hg,sun
30,apr,2019,Knock Airport,13,3.8,7.9,8.3,26,7.5
1,may,2019,Knock Airport,12.6,1.8,1.7,7,20,2.6
2,may,2019,Knock Airport,13.7,6.3,0.4,8,18,6.3
3,may,2019,Knock Airport,10.5,3.3,0,8.6,24,7.8
4,may,2019,Knock Airport,11.3,1.6,0,7.3,20,13.2
5,may,2019,Knock Airport,12.5,2.9,0,4.5,14,11.6
6,may,2019,Knock Airport,11.4,3.5,0,4.5,15,6.5
7,may,2019,Knock Airport,12.9,4.4,0,6.5,19,2
8,may,2019,Knock Airport,10.1,4.7,0,11.2,26,0.1
9,may,2019,Knock Airport,11.4,3.7,2,6.4,25,6.1
10,may,2019,Knock Airport,11.2,2.7,3.6,5.8,19,5.1
11,may,2019,Knock Airport,12.1,3.7,0,6.5,20,11.9
12,may,2019,Knock Airport,16.2,4.4,0,8.5,20,1.2
13,may,2019,Knock Airport,18.9,3.8,0,10.9,28,9.3
14,may,2019,Knock Airport,18.7,5.4,0,11.4,26,9.4
15,may,2019,Knock Airport,19.4,7.5,0,10.1,26,7.2
16,may,2019,Knock Airport,15.2,7.6,6.2,4.9,13,0
17,may,2019,Knock Airport,15.5,6.9,1.2,6.1,19,4.3
18,may,2019,Knock Airport,14.4,7.9,0.8,12,26,4.5
19,may,2019,Knock Airport,14.1,7.6,2.6,9.8,23,4.5
20,may,2019,Knock Airport,14,6.5,1,6.5,18,8.2
21,may,2019,Knock Airport,16.5,6.5,0,4.9,21,6.1
22,may,2019,Knock Airport,15.3,8,0,3.5,11,0.9
23,may,2019,Knock Airport,15.1,9.4,1,3.6,13,0
24,may,2019,Knock Airport,16.2,10.4,0.5,5,14,1.7
25,may,2019,Knock Airport,17.6,9.6,5.2,8.2,20,0.7
26,may,2019,Knock Airport,14.5,8.9,5,15.1,31,6.4
27,may,2019,Knock Airport,13.3,8,7.1,12.8,28,5.8
28,may,2019,Knock Airport,13.9,6.1,0.6,5.7,22,4.7
29,may,2019,Knock Airport,13.9,7.4,13.9,8.9,28,0
30,may,2019,Knock Airport,14.2,12.6,14.6,11.3,26,0
31,may,2019,Knock Airport,13.4,9.8,10.7,11.6,30,0.8
1,jun,2019,Knock Airport,17.3,9.5,4,8,28,0.8
2,jun,2019,Knock Airport,13.5,9.2,6.6,17.7,42,3.2
3,jun,2019,Knock Airport,13.1,8,2.9,10.4,28,4.3
4,jun,2019,Knock Airport,10.5,6.4,17.5,6.1,19,0
5,jun,2019,Knock Airport,10.4,6.7,14.1,11.4,31,0.8
6,jun,2019,Knock Airport,11.3,6.6,16.8,10.2,20,2.4
7,jun,2019,Knock Airport,14.4,6.4,0.3,7.7,20,5.2
8,jun,2019,Knock Airport,12.5,6.3,6.1,9.1,24,3.6
9,jun,2019,Knock Airport,14,6.1,4.3,5.9,19,7.4
10,jun,2019,Knock Airport,15.5,6.3,0,6.9,22,11.6
11,jun,2019,Knock Airport,12.7,7,0,9.9,27,3.2
12,jun,2019,Knock Airport,14.9,8.7,0,11.9,29,5.6
13,jun,2019,Knock Airport,10.6,6.6,3.3,10.7,28,0.2
14,jun,2019,Knock Airport,13.3,6,2.9,3.5,14,3.7
15,jun,2019,Knock Airport,13.6,6.4,0.6,4,16,5.2
16,jun,2019,Knock Airport,12.7,5.1,4.1,6.2,22,2
17,jun,2019,Knock Airport,14.5,9.4,5.7,9.5,25,3.4
18,jun,2019,Knock Airport,16.4,7.2,0,7.9,17,6.6
19,jun,2019,Knock Airport,15.2,6.8,0.8,9.2,26,2.2
20,jun,2019,Knock Airport,14.2,6,1,8.3,22,10.7
21,jun,2019,Knock Airport,16.5,5.7,0,5.2,15,7.7
22,jun,2019,Knock Airport,17.8,9,0,7.3,19,0.6
23,jun,2019,Knock Airport,13.5,9.6,8.5,12.1,25,0
24,jun,2019,Knock Airport,19.6,11.5,12.7,6.6,16,2.7
25,jun,2019,Knock Airport,18.9,10.9,0,6.7,15,0.6
26,jun,2019,Knock Airport,20.5,10.3,0,7.7,23,8.6
27,jun,2019,Knock Airport,23.8,8.7,0,11.9,27,13.8
28,jun,2019,Knock Airport,21,13.8,0,10.2,24,0
29,jun,2019,Knock Airport,20.7,12.7,0,8,24,7
30,jun,2019,Knock Airport,15.7,11,2,13.3,34,1.7
1,jul,2019,Knock Airport,16.2,10.3,1.5,10.6,27,3.6
2,jul,2019,Knock Airport,14.9,9,0,5,15,0.2
3,jul,2019,Knock Airport,20.2,8.3,0,3.7,17,12.1
4,jul,2019,Knock Airport,17.2,10,0,6.9,18,2.7
5,jul,2019,Knock Airport,19.3,9.9,0,9,21,5.1
6,jul,2019,Knock Airport,17.3,11.5,1.2,6.4,15,2.3
7,jul,2019,Knock Airport,18.6,8,0,4.4,14,7.7
8,jul,2019,Knock Airport,17.5,11.8,0,5.1,14,0.1
9,jul,2019,Knock Airport,20,12.8,0,5.9,17,2.1
10,jul,2019,Knock Airport,19.1,14.1,2.7,9.2,26,0.3
11,jul,2019,Knock Airport,17.5,11.6,1.5,9.2,22,1.1
12,jul,2019,Knock Airport,15.8,11.4,0.8,9.3,20,0.1
13,jul,2019,Knock Airport,19,10.8,0,6.4,16,7.2
14,jul,2019,Knock Airport,21.1,9.5,0,4.3,13,12.5
15,jul,2019,Knock Airport,21.5,11.3,0,5.6,15,6.4
16,jul,2019,Knock Airport,20.9,12.6,0,7.2,23,4.4
17,jul,2019,Knock Airport,16.8,12.2,14.4,11,24,1
18,jul,2019,Knock Airport,18,10.8,0.5,10.2,26,6
19,jul,2019,Knock Airport,16.3,10.8,15.9,6.5,20,0
20,jul,2019,Knock Airport,17.5,11.8,0.7,8,20,0.6
21,jul,2019,Knock Airport,17.1,12.6,28.4,11.3,33,0
22,jul,2019,Knock Airport,20.8,16.5,1.9,16.4,35,1.6
23,jul,2019,Knock Airport,22.6,15.3,0.1,12.3,30,6.9
24,jul,2019,Knock Airport,19.8,14.4,1.9,8.9,26,0.2
25,jul,2019,Knock Airport,21.8,15.2,3.2,14.2,36,1.8
26,jul,2019,Knock Airport,18.2,10.6,1.4,10.3,28,4.3
27,jul,2019,Knock Airport,18,8.7,2.3,5.9,20,4
28,jul,2019,Knock Airport,16.4,11.3,0.1,7.3,19,2
29,jul,2019,Knock Airport,18.4,11.3,3.7,7.2,18,3.3
30,jul,2019,Knock Airport,16.3,10.8,2.2,7.7,18,0.3
31,jul,2019,Knock Airport,17.7,9.9,1.5,5.8,18,3.4
1,aug,2019,Knock Airport,19,10.3,0.1,4.7,10,6.9
2,aug,2019,Knock Airport,22.8,11.8,0,6.1,16,8.9
3,aug,2019,Knock Airport,18.6,13.6,2.7,8.3,24,0
4,aug,2019,Knock Airport,20.1,11.4,26.7,6.3,22,1.4
5,aug,2019,Knock Airport,18.1,10.8,8.7,8.8,29,2.6
6,aug,2019,Knock Airport,17.4,10.8,3.6,7.3,24,4.4
7,aug,2019,Knock Airport,18.8,10.9,0.4,8.1,24,7.9
8,aug,2019,Knock Airport,19.5,12.5,1.7,7.3,25,2.1
9,aug,2019,Knock Airport,20.1,12.4,14.6,10.2,35,3
10,aug,2019,Knock Airport,17.3,11.7,5,11.4,23,0.3
11,aug,2019,Knock Airport,15.8,8.9,1.1,9.1,23,2.8
12,aug,2019,Knock Airport,15.1,6.9,2.5,6.9,20,5.1
13,aug,2019,Knock Airport,16.1,7.5,2.1,4.5,16,4.8
14,aug,2019,Knock Airport,18.4,12.6,4.1,10.6,36,2.5
15,aug,2019,Knock Airport,16.6,10.5,2.4,10.8,26,2.4
16,aug,2019,Knock Airport,18.2,11.5,9.5,12.4,31,3.8
17,aug,2019,Knock Airport,16.7,9.5,6.3,11.4,33,7.9
18,aug,2019,Knock Airport,16.9,9.9,11.7,11.3,28,5.1
19,aug,2019,Knock Airport,15.6,8,2,10,,7.2
20,aug,2019,Knock Airport,16.6,7.8,9.1,7.5,25,2.5
21,aug,2019,Knock Airport,15.3,11.1,12.6,11,35,0.7
22,aug,2019,Knock Airport,17.2,11.8,4.6,9.8,28,0
23,aug,2019,Knock Airport,19.2,13.2,0.1,13.1,28,2.8
24,aug,2019,Knock Airport,18.4,12,4.2,6,20,0.1
25,aug,2019,Knock Airport,19,10.1,0,6.7,14,2.3
26,aug,2019,Knock Airport,15.4,8.1,2.8,8.1,22,0.2
27,aug,2019,Knock Airport,15.7,12.9,26.8,7.6,22,0
28,aug,2019,Knock Airport,16.2,7.8,2.4,8.4,26,6.9
29,aug,2019,Knock Airport,16.9,9.7,6.7,11.9,30,1.5
30,aug,2019,Knock Airport,15.9,13.6,22.9,14.7,35,0
31,aug,2019,Knock Airport,14.6,8.8,10.2,12.3,30,7.8
1,sep,2019,Knock Airport,13.9,7.5,1.2,9.5,24,1.7
2,sep,2019,Knock Airport,15.9,10.6,2.6,11.2,33,0.8
3,sep,2019,Knock Airport,16.6,9.2,5.2,10.5,26,1.2
4,sep,2019,Knock Airport,12.9,7.8,3.8,14.5,44,3.9
5,sep,2019,Knock Airport,15.6,7.6,0.4,11.9,29,6.4
6,sep,2019,Knock Airport,15.4,10.1,1.2,12.2,28,2
7,sep,2019,Knock Airport,16.5,9.8,1.5,5.8,15,3
8,sep,2019,Knock Airport,16.1,10,10.1,6.8,20,0.3
9,sep,2019,Knock Airport,14.1,8.3,5.7,10.6,33,8
10,sep,2019,Knock Airport,15.1,7.2,15,9.8,31,0.6
11,sep,2019,Knock Airport,15.4,11.2,3.8,12,32,4
12,sep,2019,Knock Airport,15.7,8.3,3.1,9.7,26,3.1
13,sep,2019,Knock Airport,16.5,7.3,0.1,4.4,13,6.1
14,sep,2019,Knock Airport,16.7,7.8,2.3,11.5,29,2
15,sep,2019,Knock Airport,12.9,8.8,10.2,5.6,15,0
16,sep,2019,Knock Airport,14.9,8.9,0.1,4.1,13,3.2
17,sep,2019,Knock Airport,17.2,7.7,0,3.1,8,10.5
18,sep,2019,Knock Airport,18.8,7.7,0,3,12,10.8
19,sep,2019,Knock Airport,20.3,9.2,0,4.7,12,10.9
20,sep,2019,Knock Airport,18.9,8.1,0.1,12.2,29,10.4
21,sep,2019,Knock Airport,18.5,10.4,6.1,15,34,3.4
22,sep,2019,Knock Airport,16.1,8.5,0.3,7.1,21,0.2
23,sep,2019,Knock Airport,14.8,6.9,6.8,9,26,0
24,sep,2019,Knock Airport,15.8,12,3.7,6.3,19,1.2
25,sep,2019,Knock Airport,15.9,11.3,4.5,7.9,26,0.6
26,sep,2019,Knock Airport,13.5,8.7,7.6,8,23,1.5
27,sep,2019,Knock Airport,14.7,8.4,8.7,9.6,27,4.9
28,sep,2019,Knock Airport,14.5,10.9,3.1,7.8,25,0.3
29,sep,2019,Knock Airport,15.2,8.5,0.6,7.9,24,4.9
30,sep,2019,Knock Airport,10.4,6.3,8.9,9,26,0
1,oct,2019,Knock Airport,12.1,5.7,0.6,9.9,27,5.7
2,oct,2019,Knock Airport,11.2,6.6,0,3.4,12,0
3,oct,2019,Knock Airport,13.9,5.7,15.2,15.5,40,0.5
4,oct,2019,Knock Airport,14.5,9.7,5.7,13.4,49,0.6
5,oct,2019,Knock Airport,14.7,9.7,7.2,9.5,24,1.5
6,oct,2019,Knock Airport,13.8,8.4,5.4,9.7,31,4.8
7,oct,2019,Knock Airport,15.2,9.2,3.4,12,34,4.6
8,oct,2019,Knock Airport,12.2,7.4,5.3,14.8,36,3.5
9,oct,2019,Knock Airport,11.8,6.3,4,10.8,33,2.7
10,oct,2019,Knock Airport,13.9,7,5.1,11.2,29,1.5
11,oct,2019,Knock Airport,12.8,6.6,1.4,10.7,32,8
12,oct,2019,Knock Airport,12.1,4,0.7,4.9,20,4.9
13,oct,2019,Knock Airport,10.5,3.6,3.4,4,16,1.8
14,oct,2019,Knock Airport,11.3,5.1,18.8,6.2,16,0
15,oct,2019,Knock Airport,11.1,6.8,4.2,9.3,26,1.9
16,oct,2019,Knock Airport,12,4.7,0,8.6,24,7.6
17,oct,2019,Knock Airport,11.4,5.4,4.2,10.4,27,2.3
18,oct,2019,Knock Airport,10.1,5.5,0.7,6.4,17,2.1
19,oct,2019,Knock Airport,11.8,6.5,,7.6,25,3.1
20,oct,2019,Knock Airport,10.4,6.8,0.5,8.5,24,4.4
21,oct,2019,Knock Airport,10.4,5,0,3.9,13,2.6
22,oct,2019,Knock Airport,11.7,6.4,0.2,8.5,23,0.5
23,oct,2019,Knock Airport,10.7,7.1,6.2,12.2,30,0
24,oct,2019,Knock Airport,10,3.4,1,6.3,21,4.2
25,oct,2019,Knock Airport,5.9,1.2,0.4,3.5,10,0
26,oct,2019,Knock Airport,8,0.9,1.1,7.3,28,6.8
27,oct,2019,Knock Airport,10,1.1,0,5.4,16,5.3
28,oct,2019,Knock Airport,8.5,1.9,0,7.4,22,7.2
29,oct,2019,Knock Airport,8.7,1,0,10.4,27,5.4
30,oct,2019,Knock Airport,10.2,3.8,0.3,13.6,33,3.7
31,oct,2019,Knock Airport,9.8,6.3,5.7,9.6,21,0
1,nov,2019,Knock Airport,11.1,8.5,8.7,5.6,24,0
2,nov,2019,Knock Airport,9.7,7.6,26.8,10.2,24,0
3,nov,2019,Knock Airport,9.9,6,6.5,4.1,15,0.5
4,nov,2019,Knock Airport,10.4,5.9,1.4,7.9,26,2
5,nov,2019,Knock Airport,9.2,4.5,1.3,6.3,17,1.6
6,nov,2019,Knock Airport,6.1,3.1,5.8,4.3,14,0
7,nov,2019,Knock Airport,7.6,3.1,0.9,7.8,22,5.6
8,nov,2019,Knock Airport,7,2.2,0,6.3,22,4.9
9,nov,2019,Knock Airport,7.9,2.1,4.5,11.2,28,3.8
10,nov,2019,Knock Airport,5.8,0.6,6.9,9.4,39,1.8
11,nov,2019,Knock Airport,7,2.4,2.9,16.2,43,2.9
12,nov,2019,Knock Airport,7.7,2.5,0.5,13.2,34,4.4
13,nov,2019,Knock Airport,4.1,1.8,6.2,8.5,26,0
14,nov,2019,Knock Airport,6.1,1.9,0.2,10.3,40,6.4
15,nov,2019,Knock Airport,6.7,1.5,0.1,7.6,24,6.9
16,nov,2019,Knock Airport,5.2,2.2,0.3,2.8,8,0.1
17,nov,2019,Knock Airport,7.5,2.2,0.9,6.8,28,3.9
18,nov,2019,Knock Airport,4,-0.9,0,7.3,23,1.9
19,nov,2019,Knock Airport,8.4,2.6,3.6,10.3,27,4.3
20,nov,2019,Knock Airport,7.2,2.5,9.6,12.4,33,0
21,nov,2019,Knock Airport,6.1,4,5,12.2,25,0
22,nov,2019,Knock Airport,5.9,3.8,0.3,7.6,18,0
23,nov,2019,Knock Airport,8.1,4.1,0.8,5.4,14,2.3
24,nov,2019,Knock Airport,7.4,4.9,0.2,7,24,0
25,nov,2019,Knock Airport,10.1,7.3,3.2,7.6,24,0
26,nov,2019,Knock Airport,9.1,6.8,4.8,10.5,32,0
27,nov,2019,Knock Airport,8.5,6.1,1.2,4.8,12,0
28,nov,2019,Knock Airport,8.2,4.1,0.4,5.5,16,0.1
29,nov,2019,Knock Airport,5.2,1,0,8,18,5.5
30,nov,2019,Knock Airport,5.8,1.1,0,10.2,26,2.6
1,dec,2019,Knock Airport,6,1.8,0,3.6,13,5.1
2,dec,2019,Knock Airport,6.7,1.6,0,4.9,11,0.8
3,dec,2019,Knock Airport,6.2,2.3,0,11,24,1.5
4,dec,2019,Knock Airport,8.2,4,2.6,9.5,22,4.4
5,dec,2019,Knock Airport,10.9,3.5,11.6,15.4,41,0
6,dec,2019,Knock Airport,10.5,6,6.2,14.2,33,2.6
7,dec,2019,Knock Airport,11,5.7,6.4,13.9,39,0
8,dec,2019,Knock Airport,7.6,3.5,14.1,21.5,56,0.4
9,dec,2019,Knock Airport,8.2,4.6,2.1,12.2,51,5.1
10,dec,2019,Knock Airport,11.2,2.5,13.6,17.2,49,0
11,dec,2019,Knock Airport,3.6,0.3,7.4,8.2,26,2.1
12,dec,2019,Knock Airport,7.1,2.9,25.3,9.1,34,0.9
13,dec,2019,Knock Airport,5.7,1.8,8.6,16.4,46,1.9
14,dec,2019,Knock Airport,5,0.1,5.4,12.6,38,3.3
15,dec,2019,Knock Airport,1.9,-1.1,6,6.1,17,0
16,dec,2019,Knock Airport,4.2,0,8.6,8.9,24,0.6
17,dec,2019,Knock Airport,5.9,0.3,0.1,4.8,,6.1
18,dec,2019,Knock Airport,9.2,-0.3,22.3,18,63,0
19,dec,2019,Knock Airport,7.5,4.2,9.9,8.2,44,1.5
20,dec,2019,Knock Airport,5.8,2.4,1.7,4.7,11,0.4
21,dec,2019,Knock Airport,3.6,1.6,0,3.9,10,0
22,dec,2019,Knock Airport,7,2.7,4.8,8,20,3.1
23,dec,2019,Knock Airport,6.9,3,5,10.5,29,2.7
24,dec,2019,Knock Airport,6.6,3.1,0.7,8.4,24,2.9
25,dec,2019,Knock Airport,4.9,1.4,0,9,32,0
26,dec,2019,Knock Airport,10,4.8,6.2,12.2,34,0
27,dec,2019,Knock Airport,10.8,9.8,3.7,12.8,29,0
28,dec,2019,Knock Airport,9.8,7.9,0,14.8,30,0
29,dec,2019,Knock Airport,10.5,7,0,12.8,32,0.1
30,dec,2019,Knock Airport,9.6,3.4,,8.4,21,0
31,dec,2019,Knock Airport,6,1.3,0,7.1,18,2.1
